trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
104,False,"{'a': 0.25, 'e': 0.35345468195878016}",20,0,-40.68963082374094,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
105,False,"{'a': 0.25, 'e': 0.34993774911115533}",20,11,-16.604436450763597,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.25, 'e': 0.3464558103300574}",35,19,-0.055591853658388146,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
107,False,"{'a': 0.25, 'e': 0.34300851741870664}",25,1,-58.584791406595045,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
108,False,"{'a': 0.25, 'e': 0.33959552564493911}",20,0,-52.17030038513993,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
109,False,"{'a': 0.25, 'e': 0.33621649370673334}",25,0,-122.20809545309842,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
110,False,"{'a': 0.25, 'e': 0.33287108369807955}",20,0,-83.8759440248062,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
111,False,"{'a': 0.25, 'e': 0.32955896107518906}",20,0,9.836492571232935,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
112,False,"{'a': 0.25, 'e': 0.32627979462303947}",30,7,-22.10127900471397,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
113,False,"{'a': 0.25, 'e': 0.32303325642225289}",20,0,-34.468024533524996,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
114,False,"{'a': 0.25, 'e': 0.31981902181630384}",25,7,-0.5981908822763722,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
115,False,"{'a': 0.25, 'e': 0.31663676937905316}",25,5,-55.22392698895601,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
116,False,"{'a': 0.25, 'e': 0.31348618088260533}",25,14,15.588368865089114,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.25, 'e': 0.31036694126548503}",25,9,-15.831646758592468,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
118,False,"{'a': 0.25, 'e': 0.30727873860113125}",30,9,10.798238392441837,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.25, 'e': 0.30422126406670408}",20,6,-3.878115071568125,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.25, 'e': 0.30119421191220214}",20,3,-42.45857060170875,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
121,False,"{'a': 0.25, 'e': 0.29819727942988739}",25,0,-13.339596083343027,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
122,False,"{'a': 0.25, 'e': 0.29523016692401421}",20,9,14.954294141617927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.25, 'e': 0.29229257768085942}",30,20,4.177248149709831,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.25, 'e': 0.28938421793905061}",25,16,14.386509957724694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.25, 'e': 0.28650479686019009}",20,0,-77.14107449966467,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
