trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
55,True,"{'a': 0, 'e': 0}",20,16,8.524603671442263,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",25,17,17.890515214326562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",30,4,38.59096416335901,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,12,14.790952777305797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",35,0,36.95681559149429,"{0: 33, 1: 2, 2: 0, 3: 0, 4: 0}",0
60,True,"{'a': 0, 'e': 0}",25,1,21.13138474295994,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",30,21,18.948681976735088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",20,0,29.77105622685482,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
63,True,"{'a': 0, 'e': 0}",20,13,13.478955863020627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",20,16,7.073994616050257,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",20,2,28.9198490628822,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",20,9,20.673674901746907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",35,23,17.985116324178303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",20,9,11.249159765840346,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",20,14,11.305379993359079,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",25,0,41.19944841512225,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
71,True,"{'a': 0, 'e': 0}",20,0,29.43483742117059,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
72,True,"{'a': 0, 'e': 0}",35,20,25.200383684266022,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",25,6,11.53699197387929,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",20,11,15.859755628623393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",30,13,27.544918438069374,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",30,18,20.023923200311945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",25,16,16.495673812649567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",30,13,37.40295833465023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",20,2,9.262799012979329,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",25,8,31.872712362735378,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",20,8,21.563240439212624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",20,5,13.808489660784181,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",25,0,29.76628821398993,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",30,3,45.88623161890455,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",25,9,27.664718730140592,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",20,9,20.77349782130439,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",30,18,13.79783835865001,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",25,3,35.97194077970495,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",30,18,21.520431345667514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",20,14,9.37414910536261,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",20,11,7.20034244830163,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",30,12,36.252640147059296,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",30,11,32.1498627365119,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0, 'e': 0}",20,12,11.279407664326822,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",20,11,16.264355182398628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0, 'e': 0}",20,12,15.313614704657049,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",25,4,20.274337620660056,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",25,1,37.7693655267319,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",20,13,15.269903941124202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",20,10,17.14580632370021,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
